"","year","stateuni","ipop","imale","pcr_prop","pcr_order","pcr_econ","pmurder","pcr_womtot","pwomgirl","prape2","pkidmen","majstate","elec_womres","elec_scres","chargesheet_rate","wwinner","wwinclose5","murder_m","murder_f","postwres","postscres","plit","pwlit","prural","pfarm","pfemale","womancm","ppol_strength","parrest_womcrime","parrest_nonwomen","parrest_rape","parrest_womgirl","parrest_kidmen","charge_womcrime","pcgsdp","psuic_m","psuic_f","pmurder_love","sh_murder_lovedowry","stateid","yearofres","pscmurder","pscrape","pscpcr","pscpoa","psctot","pstmurder","pstrape","pstpcr","pstpoa","psttot","lpcr_womtot","lprape2","lpwomgirl","lpkidmen","lpcr_prop","lpcr_order","lpcr_econ","lpmurder","lpmurder_love","lpsuic_f","lpsuic_m","lpsctot","lpscmurder","lpscrape","lpscpoa","lpscpcr","lpsttot","lpstmurder","lpstrape","lpstpoa","lpstpcr","lparrest_womcrime","lparrest_rape","lparrest_womgirl","lparrest_nonwomen","lparrest_kidmen","lpmurder_m","lpmurder_f"
"317",2002,"RAJASTHAN",57757307.8000002,30057734.0999999,0.4118613,0.14384326,0.14347968,0.022092443,0.36209944,0.07288921,0.037942823,0.018896967,1,1995,1995,82.8,0.07,0.005,1063,261,1,1,0.5041319,0.37106705,0.76575947,0.18512242,0.9215456,0,1.0812311,0.4799713,0.0038294895,0.016223056,0.019097151,0.011877285,95.1,1.4019632,0.06959939,0.041733496,0.0010830491,0.057210032,"RAJASTHAN",NA,0.0044430415,0.01242032,0.00010097821,0.24073206,0.4579362,0.0013774127,0.005371909,0,0.09187342,0.12809938,-1.0158364,-3.2716749,-2.6188147,-3.9687538,-0.8870686,-1.939031,-1.9415619,-3.8125198,-6.827975,-3.1764512,-2.6649995,-0.7810254,-5.416416,-4.3884215,-1.4240707,-9.200605,-2.0549488,-6.5875483,-5.226572,-2.3873434,NA,-0.734029,-4.1213217,-3.9582162,-5.565024,-4.4331274,-3.3420248,-4.664652
"318",2003,"RAJASTHAN",59007427.6000004,30695457.1999998,0.39418766,0.08195578,0.13871135,0.021387137,0.35539737,0.06181131,0.037086785,0.015898118,1,1995,1995,81.8,0.06,0.03,1013,271,1,1,0.51743644,0.38506484,0.76538837,0.1829244,0.9223505,0,1.0858294,0.40336296,0.0036165277,0.015726835,0,0,94.9,1.7656913,0.07782911,0.044927992,0.0013421885,0.07369255,"RAJASTHAN",NA,0.0029668335,0.015229746,0,0.08574149,0.4281141,0.0014820262,0.003502971,0,0.037589572,0.12287344,-1.0345187,-3.2944946,-2.783669,-4.1415544,-0.9309282,-2.5015755,-1.9753602,-3.8449657,-6.613454,-3.1026943,-2.5532398,-0.84836555,-5.82026,-4.184505,-2.4564185,NA,-2.0966003,-6.514345,-5.654144,-3.2810285,NA,-0.90791845,-4.1523867,NA,-5.622241,NA,-3.4111984,-4.648921
"319",2004,"RAJASTHAN",60257547.4000006,31333180.2999997,0.42368138,0.06531962,0.15405539,0.021225557,0.38880712,0.06503167,0.035886697,0.01605327,1,1995,1995,81.7,0.06,0.03,1005,287,1,1,0.530189,0.39846992,0.7650327,0.1808176,0.9231226,1,1.0042559,0.5061476,0.003705428,0.016512454,0.020661313,0.014255475,96.57143,1.6831628,0.079340816,0.042835854,0.0013137712,0.06880375,"RAJASTHAN",NA,0.004360273,0.012208764,0,0.05610218,0.42246202,0.0019777038,0.003296173,0,0.019381497,0.13593417,-0.9446719,-3.3273885,-2.7328808,-4.1318426,-0.8587736,-2.728463,-1.8704431,-3.8525493,-6.6348534,-3.15038,-2.5340025,-0.8616557,-5.4352207,-4.405601,-2.8805807,NA,-1.9955845,-6.2258186,-5.714993,-3.9434364,NA,-0.6809269,-4.1036406,-3.8794923,-5.5979567,-4.250614,-3.43969,-4.6129575
"320",2005,"RAJASTHAN",61507667.2000008,31970903.3999996,0.38751265,0.047766402,0.14700606,0.019851184,0.3422176,0.052443117,0.03361912,0.013887628,1,1995,1995,81.4,0.06,0.03,950,296,1,1,0.54242307,0.41131914,0.7646915,0.17879644,0.9238639,1,1.0191088,0.43403536,0.003412599,0.01804653,0.015055033,0.010909209,94.583336,1.6829433,0.091020264,0.04580732,0.0011511078,0.069615066,"RAJASTHAN",NA,0.005318584,0.01291656,9.497471e-05,0.039414503,0.36042902,0.0014199346,0.003743464,0,0.011746732,0.11140032,-1.0723085,-3.3926604,-2.9480262,-4.276757,-0.94800675,-3.0414329,-1.9172814,-3.9194918,-6.7670302,-3.0833113,-2.3966732,-1.0204602,-5.2365484,-4.349245,-3.2336214,-9.2619,-2.1946251,-6.5571446,-5.5877438,-4.44418,NA,-0.8346293,-4.014802,-4.196043,-5.680281,-4.518148,-3.5161195,-4.6030316
"321",2006,"RAJASTHAN",62757787.000001,32608626.4999995,0.3782638,0.036935657,0.17433693,0.019264542,0.37748978,0.051510554,0.035987735,0.0127880275,1,1995,1995,82.2,0.06,0.03,989,249,1,1,0.55416983,0.42364636,0.7643638,0.17685579,0.9245762,1,1.0419105,0.48246783,0.003484699,0.01728869,0.016109554,0.01035728,96.34286,1.7609947,0.089240186,0.04487687,0.0016252525,0.07526882,"RAJASTHAN",NA,0.0055877455,0.012293041,0,0.011082362,0.36413476,0.0025287268,0.004045963,0,0.003287345,0.12226394,-0.9742118,-3.324577,-2.9659686,-4.359246,-0.97216344,-3.2985778,-1.7467655,-3.949489,-6.422092,-3.1038327,-2.4164238,-1.0102313,-5.1871796,-4.398722,-4.5024004,NA,-2.1015732,-5.980039,-5.5100355,-5.717675,NA,-0.728841,-4.0577025,-4.1283426,-5.6593738,-4.5700655,-3.495638,-4.7964597
"322",2007,"RAJASTHAN",64007906.8000011,33246349.5999994,0.39743528,0.035948683,0.1999753,0.02035686,0.40882197,0.055068735,0.040245038,0.01452791,1,1995,1995,81,0.06,0.03,1040,319,1,1,0.5654577,0.43548277,0.76404893,0.17499095,0.9252612,1,1.0079693,0.47292796,0.0034084383,0.018763307,0.014716932,0.009561319,95.96667,1.8023372,0.09486756,0.041707903,0.0011702919,0.056792017,"RAJASTHAN",NA,0.0048417537,0.013977137,0,0.009318092,0.38131094,0.0021062018,0.00557524,0,0.0030973556,0.1375226,-0.8944755,-3.2127686,-2.8991733,-4.2316837,-0.9227232,-3.3256629,-1.6095614,-3.8943374,-6.750502,-3.1770647,-2.3552735,-0.9641401,-5.330478,-4.2703323,-4.6757975,NA,-1.9839671,-6.162869,-5.1894197,-5.7772064,NA,-0.7488122,-3.975852,-4.2187567,-5.681501,-4.6500297,-3.4647243,-4.56883
"323",1985,"TAMIL NADU",51388424.5999999,26012164.4000001,0.6811456,0.1927866,0.050089102,0.028313769,0.37881863,NA,0.009024182,NA,1,1996,1996,NA,0.034188036,0,NA,NA,0,0,0.5004452,0.39157155,0.6652522,0.24095264,0.9755536,0,1.0478624,0.38220763,0.018480368,0.0064800587,0,0,NA,1.3792384,0.17649435,0.12637796,0.0072902786,0.12714776,"TAMIL NADU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97069776,-4.7078476,NA,NA,-0.38397917,-1.6461713,-2.9939518,-3.564407,-4.9212136,-2.068478,-1.7344664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",1986,"TAMIL NADU",52133511.5,26393299.5,0.6545118,0.16766566,0.0497185,0.027276121,0.35924336,NA,0.009790129,NA,1,1996,1996,NA,0.034188036,0,NA,NA,0,0,0.5080599,0.40124747,0.6640408,0.24127561,0.97525555,0,1.1260512,0.36235133,0.019790169,0.005984634,0,0,NA,1.3509296,0.18940413,0.12560114,0.006254805,0.11322082,"TAMIL NADU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0237552,-4.6263804,NA,NA,-0.42386565,-1.7857834,-3.0013783,-3.6017437,-5.074405,-2.0746439,-1.6638722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",1987,"TAMIL NADU",52878598.3999999,26774434.6,0.57021177,0.15777649,0.058984164,0.028953113,0.34573027,NA,0.010228253,NA,1,1996,1996,NA,0.034188036,0,NA,NA,0,0,0.51546,0.4106536,0.6628635,0.24158947,0.974966,0,1.1278098,0.33270556,0.023734706,0.0065054675,0,0,NA,1.4170055,0.21430892,0.13446131,0.0071253,0.12148922,"TAMIL NADU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0620964,-4.5826015,NA,NA,-0.5617475,-1.8465759,-2.8304863,-3.5420775,-4.9441032,-2.0064788,-1.5403367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",1988,"TAMIL NADU",53623685.3,27155569.7,0.59483045,0.16733277,0.05286843,0.029912155,0.40932268,0.030451734,0.011523299,0,1,1996,1996,NA,0.034188036,0,NA,NA,0,0,0.52265453,0.41980103,0.66171896,0.24189462,0.9746846,0,0.97425234,0.44438374,0.02655955,0.007403445,0.019375766,0,NA,1.508858,0.2140629,0.14761157,0.0074429177,0.13778055,"TAMIL NADU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8932515,-4.463384,-3.4916124,NA,-0.51947886,-1.7877709,-2.9399488,-3.5094903,-4.900492,-1.9131709,-1.5414854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8110668,-4.90581,-3.9437323,-3.628366,NA,NA,NA
"327",1989,"TAMIL NADU",54368772.2,27536704.8000001,0.62543255,0.16097476,0.04708585,0.027460616,0.293753,0.019118914,0.012857749,0.0063914694,1,1996,1996,NA,0.03846154,0.012820513,NA,NA,0,0,0.5296518,0.4287003,0.6606057,0.24219139,0.97441095,0,1.1463934,0.38386905,0.024693642,0.006860556,0.015652368,0.0025750075,NA,1.5912378,0.18092215,0.123136245,0.007416499,0.1399866,"TAMIL NADU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.225016,-4.3538084,-3.9570773,-5.052791,-0.46931177,-1.8265077,-3.0557828,-3.5950024,-4.904048,-2.0944638,-1.7096884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9574538,-4.981967,-4.157133,-3.7012095,-5.9619026,NA,NA
"328",1990,"TAMIL NADU",55113859.0999999,27917839.9000001,0.66549504,0.14769424,0.048862483,0.02991988,0.43399733,0.02478304,0.010663325,0.00411923,1,1996,1996,NA,0.03846154,0.012820513,NA,NA,0,0,0.5364599,0.4373614,0.65952265,0.24248016,0.9741448,0,1.062945,0.49077037,0.020752294,0.008074194,0.017345909,0.0024313303,NA,1.6848456,0.18690558,0.12553307,0.007133397,0.12674348,"TAMIL NADU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8347169,-4.540945,-3.6975958,-5.4920893,-0.4072241,-1.912611,-3.0187454,-3.509232,-4.942968,-2.075186,-1.6771517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71177894,-4.8190823,-4.0543985,-3.8750985,-6.0193167,NA,NA
"329",1991,"TAMIL NADU",55858946,28298975,0.6683621,0.19912657,0.05671428,0.02953869,0.3775766,0.025580578,0.011465904,0.0020495441,1,1996,1996,87.5,0.13675214,0.0042735045,NA,NA,0,0,0.5430864,0.44579372,0.6584685,0.24276121,0.97388583,1,1.1397637,0.3709728,0.017700281,0.007841179,0.023935288,0.0024526063,89.600006,1.711458,0.20470706,0.14067504,0.0068214876,0.11575758,"TAMIL NADU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97398186,-4.4683776,-3.665922,-6.190138,-0.40292522,-1.6138146,-2.8697293,-3.5220544,-4.9876776,-1.9613028,-1.5861753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9916265,-4.8483663,-3.7324014,-4.034175,-6.010604,NA,NA
"330",1992,"TAMIL NADU",56513619.3,28609168.4,0.6034121,0.116555974,0.05271296,0.02776322,0.29013294,0.029565176,0.009174163,0.0011884302,1,1996,1996,92.3,0.13675214,0.0042735045,NA,NA,0,0,0.55482316,0.45974544,0.64754987,0.23506735,0.9753674,1,1.126578,0.28081542,0.019578379,0.00704255,0.023746489,0.00015925364,90.85,1.7819697,0.16683462,0.11496374,0.00039420233,NA,"TAMIL NADU",NA,0.0013854522,0.00036945392,0.03315849,0,0.050799914,0,0,0.020621862,0,0.061865587,-1.237416,-4.6913643,-3.521158,-6.735122,-0.5051549,-2.1493835,-2.942894,-3.5840433,NA,-2.1631384,-1.7907523,-2.9798605,-6.5817285,-7.9034843,NA,-3.4064565,-2.7827911,NA,NA,NA,-3.8814034,-1.2700577,-4.955785,-3.7403207,-3.9333293,-8.745012,NA,NA
"331",1993,"TAMIL NADU",57168292.5999999,28919361.8,0.5333551,0.14586757,0.03991723,0.028512308,0.31509158,0.026797475,0.008637495,0.00058784144,1,1996,1996,89.53,0.13675214,0.0042735045,NA,NA,0,0,0.56629115,0.4733569,0.63688135,0.22754972,0.97681725,1,1.1440607,0.35180092,0.021967893,0.0061572595,0.016425189,0.00022739878,90.3,1.9138502,0.16833013,0.107154496,0.0070091146,0.124539874,"TAMIL NADU",NA,0.0012795539,0.0003655868,0.030435102,0,0.04597254,0,0,0.059360325,0,0.061056335,-1.154892,-4.7516427,-3.6194477,-7.4390535,-0.6285678,-1.9250561,-3.2209473,-3.5574193,-4.960544,-2.2334836,-1.7818282,-3.079711,-6.661244,-7.9140067,NA,-3.4921587,-2.7959583,NA,NA,NA,-2.824129,-1.0446899,-5.0901237,-4.108939,-3.8181732,-8.388805,NA,NA
"332",1994,"TAMIL NADU",57822965.8999999,29229555.1999999,0.464504,0.12699106,0.04141953,0.030126438,0.22568136,0.019235201,0.008288623,0.0008895106,1,1996,1996,91.21,0.13675214,0.0042735045,NA,NA,0,0,0.5774994,0.4866404,0.6264544,0.22020231,0.97823626,1,1.2392308,0.32822248,0.020989688,0.007938023,0.022361357,0.0005880017,91.850006,2.1139996,0.19069739,0.12849115,0.0077290535,0.13662457,"TAMIL NADU",NA,0.00072359963,0.00045224978,0.020984389,0.0105826445,0.13106199,0,0,0.021763438,0.010044663,0.24107192,-1.4886311,-4.7928715,-3.9510133,-7.024839,-0.7667851,-2.0636384,-3.1840029,-3.5023522,-4.8627687,-2.0518954,-1.6570674,-2.032085,-7.231272,-7.701276,-4.54854,-3.8639765,-1.42266,NA,NA,-4.6007137,-3.827524,-1.1140636,-4.836091,-3.800421,-3.863724,-7.438781,NA,NA
"333",1995,"TAMIL NADU",58477639.1999998,29539748.5999999,0.43722695,0.14962985,0.03833944,0.033499986,0.29124445,0.022842024,0.009261214,0.0052133147,1,1996,1996,89.65,0.13675214,0.0042735045,NA,NA,0,0,0.5884567,0.49960762,0.61626095,0.21301943,0.97962546,1,1.2608067,0.36187848,0.01717159,0.0063443054,0.015989017,0.002753189,94.11667,1.9231547,NA,NA,0.007360592,0.114854515,"TAMIL NADU",NA,0.002596156,0.0005371357,0.018889273,0.009668443,0.11575275,0.0016527702,0,0.018180473,0.0049583106,0.066110805,-1.2335924,-4.68192,-3.7791533,-5.2565393,-0.8273029,-1.8995907,-3.2612762,-3.3962102,-4.911615,NA,NA,-2.1562989,-5.9537234,-7.5292597,-4.638888,-3.969161,-2.716423,-6.4053025,NA,-5.30669,-4.007407,-1.0164468,-5.060198,-4.1358533,-4.064499,-5.894995,NA,NA
"334",1996,"TAMIL NADU",59132312.5,29849942,0.43630967,0.144591,0.034634195,0.03184384,0.28597412,0.029300906,0.011167129,0.0039531067,1,1996,1996,90.14,0.03846154,0,NA,NA,1,1,0.5991714,0.51226974,0.6062932,0.20599557,0.9809858,1,1.2620511,0.39166912,0.01470367,0.0077453423,0.02178166,0.001775679,92.333336,1.9256246,0.17520972,0.12884885,0.0071374,0.12267658,"TAMIL NADU",1,0.0013292116,0.001683668,0.020115402,0.009747552,0.16056876,0,0,0.034271307,0.009791802,0.13871719,-1.251854,-4.4947805,-3.5301368,-5.5332537,-0.82940304,-1.9338462,-3.3629138,-3.4469113,-4.9424067,-2.0491152,-1.7417717,-1.829033,-6.6231694,-6.3867807,-4.630739,-3.9062696,-1.9753181,NA,NA,-4.6262097,-3.3734467,-0.9373379,-4.8606634,-3.8266869,-4.2196584,-6.3335724,NA,NA
"335",1997,"TAMIL NADU",59786985.8,30160135.4,0.46555284,0.15404691,0.04015924,0.033234656,0.27161172,0.03338188,0.0109360255,0.0042108563,1,1996,1996,91.06,0.03846154,0,NA,NA,1,1,0.60965145,0.5246374,0.5965437,0.19912556,0.9823182,0,1.2517105,0.36578307,0.0137152085,0.007978325,0.022463083,0.0021911124,95.683334,2.0816226,0.17602706,0.1312323,0.008067006,0.12481128,"TAMIL NADU",NA,0.0009649623,0.0007895146,0.016930703,0.008158318,0.12307656,0.012893448,0.003223362,0.08703077,0.029010257,0.36585158,-1.3033817,-4.5156927,-3.3997421,-5.4700894,-0.7645297,-1.8704982,-3.2149026,-3.4041622,-4.819973,-2.0307863,-1.7371175,-2.0949488,-6.9434214,-7.144092,-4.8087173,-4.0786266,-1.0055275,-4.351036,-5.7373304,-3.5401058,-2.4414935,-1.0057149,-4.831027,-3.795882,-4.28925,-6.123346,NA,NA
"336",1998,"TAMIL NADU",60441659.0999999,30470328.8,0.4376121,0.13487387,0.044290643,0.032659594,0.3370888,0.033131663,0.012078209,0.0065637627,1,1996,1996,90.39,0.03846154,0,NA,NA,1,1,0.6199044,0.5367208,0.58700544,0.19240436,0.98362345,0,1.386858,0.45503485,0.0146043645,0.00820626,0.020830004,0.0045829318,93.95,2.2283275,0.20931838,0.15361346,0.007573905,0.12107396,"TAMIL NADU",NA,0.002605539,0.0003474052,0.014330464,0.02605539,0.13566172,0.003183786,0.001591893,0.022286503,0.011143251,0.049348686,-1.0874089,-4.4163523,-3.407266,-5.026191,-0.8264224,-2.0034153,-3.1169817,-3.4216166,-4.8830466,-1.8733158,-1.5638988,-1.9975908,-5.9501157,-7.9650187,-3.6475306,-4.2453675,-3.0088441,-5.7496843,-6.4428315,-4.496921,-3.803774,-0.7873813,-4.802858,-3.8713608,-4.2264347,-5.3854165,NA,NA
"337",1999,"TAMIL NADU",61096332.3999999,30780522.1999999,0.4018572,0.10820617,0.04756423,0.028250469,0.38494766,0.03298609,0.014184018,0.005782878,1,1996,1996,91.71,0.03846154,0,1289,466,1,1,0.6299377,0.54852957,0.5776716,0.18582721,0.9849024,0,1.3001271,0.5041594,0.013979939,0.009067647,0.022505442,0.0040264283,95.38333,2.1963131,0.21585079,0.15846518,0.0065642316,0.12514484,"TAMIL NADU",NA,0.0017199187,0.0010319513,0.009373557,0.031474512,0.07593441,0.0015725852,0,0.015725851,0.017298438,0.16512145,-0.9546479,-4.2556396,-3.4116693,-5.152854,-0.91165847,-2.223717,-3.0456743,-3.5666451,-5.0261197,-1.8422204,-1.533168,-2.5778854,-6.365478,-6.8763037,-3.4585772,-4.6698627,-1.801074,-6.4550343,NA,-4.057139,-4.152449,-0.6848628,-4.7030425,-3.7939982,-4.270132,-5.5148754,-3.1730154,-4.175239
"338",2000,"TAMIL NADU",61751005.6999998,31090715.5999999,0.38323262,0.09946397,0.04697899,0.02770805,0.42162028,0.026255459,0.017547127,0.012125807,1,1996,1996,91.8,0.03846154,0,NA,NA,1,1,0.6397582,0.560073,0.5685356,0.17938952,0.9861558,0,1.3402697,0.5369486,0.013779209,0.011481594,0.01608071,0.008955319,94.957146,2.2991228,0.21771772,0.13721332,NA,0,"TAMIL NADU",NA,0.0010218871,0.0014476734,0.008771198,0.035595734,0.110363804,0,0,0.0077687004,0.0062149605,0.01398366,-0.8636502,-4.0428653,-3.6398814,-4.4124193,-0.9591131,-2.3079598,-3.0580547,-3.5860324,NA,-1.9862185,-1.5245559,-2.203973,-6.886104,-6.5377975,-3.3355296,-4.736282,-4.2698655,NA,NA,-5.080796,-4.857652,-0.6218529,-4.46701,-4.130135,-4.2845945,-4.7155075,NA,NA
"339",2001,"TAMIL NADU",62405679,31400909,0.37672853,0.098965354,0.041710947,0.026632192,0.3065335,0.019577634,0.013643062,0.010986943,1,1996,1996,91.8,0.10683761,0.017094018,1137,525,1,1,0.6493727,0.57135993,0.5595914,0.1730869,0.9873845,1,1.2858605,0.45528477,0.012864326,0.009053663,0.01294754,0.007002568,93.24286,2.2400217,0.2269998,0.13423741,0.006257102,0.11853189,"TAMIL NADU",NA,0.0032047217,0.002277039,0.0018553652,0.05751632,0.19700605,0,0.0030706825,0,0.0030706825,0.013818071,-1.1824282,-4.294524,-3.9333675,-4.511048,-0.97623044,-2.3129854,-3.1769917,-3.6256347,-5.074038,-2.0081453,-1.4828061,-1.6245209,-5.74313,-6.0848794,-2.8556864,-6.289674,-4.281778,NA,-5.7858553,-5.7858553,NA,-0.78683215,-4.704586,-4.3468494,-4.353297,-4.961478,-3.3184435,-4.078498
"340",2002,"TAMIL NADU",63060352.3000002,31711102.4000001,0.39869744,0.08090662,0.038471084,0.027323032,0.2897677,0.022775665,0.017033901,0.009050458,1,1996,1996,91.8,0.10683761,0.017094018,1269,518,1,1,0.65878755,0.5823988,0.55083287,0.16691513,0.9885891,1,1.2876236,0.4068997,0.0142431175,0.011021188,0.013431577,0.006961585,86.442856,2.2576196,0.22020678,0.13592032,0.005646068,0.105049334,"TAMIL NADU",NA,0.0028399534,0.0027564252,0.006598715,0.057216708,0.17515829,0,0.0015173731,0,0.0045521194,0.116837725,-1.2386757,-4.07255,-3.7820625,-4.70494,-0.91955245,-2.5144596,-3.2578485,-3.6000252,-5.176796,-1.9956865,-1.5131882,-1.7420652,-5.8639674,-5.893821,-2.8609092,-5.02088,-2.1469693,NA,-6.4907746,-5.3921623,NA,-0.8991886,-4.5079355,-4.310147,-4.2514815,-4.967348,-3.2184377,-4.1029706
"341",2003,"TAMIL NADU",63715025.6000004,32021295.8000002,0.3721885,0.0705799,0.03569017,0.024970561,0.26049316,0.019940853,0.017574454,0.007713617,1,1996,1996,93.9,0.10683761,0.017094018,1111,543,1,1,0.6680089,0.5931977,0.54225427,0.1608702,0.98977035,1,1.2590123,0.22723737,0.013292406,0.010374319,0,0,93.86667,2.3685987,0.22341383,0.14886226,0.0061526364,0.13387807,"TAMIL NADU",NA,0.0013237854,0.0020684146,0.016381843,0.06420359,0.123691194,0,0.007499103,0.0059992825,0.008998924,0.100487985,-1.3451787,-4.041309,-3.9149847,-4.864768,-0.9883548,-2.6510098,-3.33288,-3.6900578,-5.0908747,-1.9047339,-1.4987295,-2.0899673,-6.6272597,-6.180973,-2.745696,-4.111582,-2.297717,NA,-4.892972,-4.7106504,-5.1161156,-1.4817601,-4.568422,NA,-4.3205624,NA,-3.3611407,-4.066765
"342",2004,"TAMIL NADU",64369698.9000006,32331489.2000003,0.34592363,0.06361689,0.037735146,0.02297665,0.269678,0.021599209,0.019289467,0.0055054687,1,1996,1996,92.6,0.10683761,0.017094018,1051,493,1,1,0.6770427,0.60376436,0.53385025,0.15494823,0.990929,1,1.3752433,0.3979623,0.013199424,0.0105795115,0.015302231,0.003775068,94.55,2.6064286,0.2457666,0.1527239,0.0052749515,0.12576064,"TAMIL NADU",NA,0.0020489998,0.0018850798,0.005737199,0.05663435,0.09474575,0,0.0029653392,0.0014826696,0.010378687,0.040032078,-1.3105266,-3.9481962,-3.8350985,-5.2020135,-1.0615373,-2.7548764,-3.2771633,-3.7732768,-5.244786,-1.8791236,-1.403373,-2.3565583,-6.1904035,-6.273785,-2.8711395,-5.1607842,-3.2180743,NA,-5.820764,-4.568001,-6.5139112,-0.921398,-4.548836,-4.1797566,-4.327582,-5.5793366,-3.4262996,-4.1741753
"343",2005,"TAMIL NADU",65024372.2000008,32641682.6000004,0.3090995,0.046843976,0.04572132,0.022145543,0.24287668,0.024179585,0.017632877,0.0075363764,1,1996,1996,94.5,0.10683761,0.017094018,1049,462,1,1,0.68589467,0.61410624,0.5256154,0.14914551,0.99206555,1,1.2919463,0.37906054,0.012900825,0.011441864,0.014010131,0.005490249,93.683334,2.7700312,0.23004329,0.15045075,0.0054350025,0.12847222,"TAMIL NADU",NA,0.002435935,0.0015427589,0.000974374,0.06731301,0.09792459,0,0.0029318128,0,0.014659064,0.019056782,-1.4152014,-4.03799,-3.7222466,-4.888014,-1.174092,-3.0609329,-3.0851905,-3.810119,-5.2148952,-1.8941195,-1.4694878,-2.3235576,-6.0174246,-6.474183,-2.6984017,-6.9337153,-3.9603322,NA,-5.8321342,-4.2226963,NA,-0.97005934,-4.470476,-4.2679744,-4.350464,-5.2047815,-3.4377527,-4.2498145
"344",2006,"TAMIL NADU",65679045.500001,32951876.0000005,0.26644725,0.03498833,0.036130246,0.020752434,0.17633666,0.021938957,0.013963933,0.0057052895,1,1996,1996,93.9,0.094017096,0.02991453,903,515,1,1,0.69457006,0.6242304,0.51754475,0.14345847,0.99318075,1,1.2826009,0.28975925,0.010513322,0.008724243,0.016017284,0.005374621,93.166664,2.9446824,0.22787777,0.14886713,0.0055611287,0.13793103,"TAMIL NADU",NA,0.002091693,0.0016894443,0.006757777,0.037650473,0.07972568,0,0.001449518,0,0.001449518,0.034788433,-1.7353603,-4.2712774,-3.8194914,-5.1663613,-1.322579,-3.3527408,-3.3206248,-3.8750918,-5.191954,-1.9047011,-1.4789459,-2.5291636,-6.1697817,-6.3833556,-3.2794096,-4.9970613,-3.3584702,NA,-6.5365243,-6.5365243,NA,-1.2387049,-4.7416496,-4.134087,-4.555112,-5.226067,-3.597081,-4.151794
"345",2007,"TAMIL NADU",66333718.8000011,33262069.4000006,0.26457134,0.045647975,0.042889196,0.024617948,0.20301376,0.033170406,0.01581415,0.0052011195,1,1996,1996,93.2,0.094017096,0.02991453,1107,604,1,1,0.7030743,0.63414365,0.50963336,0.13788368,0.99427515,0,1.3262184,0.35078382,0.010878178,0.009271303,0.016688345,0.005396954,92.88333,3.1304007,0.26116836,0.15493633,0.0062289,0.14084508,"TAMIL NADU",NA,0.0031088958,0.0021523125,0.00047829165,0.08481705,0.13894373,0,0.004300476,0,0,0.024369365,-1.5944815,-4.14685,-3.4060972,-5.2588816,-1.3296443,-3.086796,-3.1491354,-3.7042794,-5.0785556,-1.8647411,-1.34259,-1.9736862,-5.7734876,-6.1412125,-2.4672587,-7.64529,-3.7144284,NA,-5.4490294,NA,NA,-1.0475851,-4.6808314,-4.0930448,-4.5209966,-5.2219205,-3.402764,-4.0028577
"346",1985,"UTTAR PRADESH",122162122.6,64906348.3999996,0.6815861,0.0873102,0.06327657,0.053756434,0.02810197,NA,0.019840794,NA,1,2006,2006,NA,0.07294118,0.014117647,NA,NA,0,0,0.29895383,0.16762368,0.8118743,0.21632469,0.882129,0,1.1730887,0.049182814,0.0044448064,0.013834075,0,0,NA,0.49704182,0.02654594,0.016889127,0.005449232,0.047510277,"UTTAR PRADESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.5719156,-3.920015,NA,NA,-0.38333273,-2.438288,-2.7602403,-2.923292,-5.2122808,-4.081085,-3.6288784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",1986,"UTTAR PRADESH",124987150,66428116.5,0.65340316,0.082208455,0.06108628,0.054437596,0.032787427,NA,0.021841208,NA,1,2006,2006,NA,0.07294118,0.014117647,NA,NA,0,0,0.30502918,0.17367223,0.80996037,0.21601935,0.8815399,0,1.138741,0.04762715,0.004346295,0.014953537,0,0,NA,0.5073184,0.022099076,0.015198338,0.00578903,0.049823634,"UTTAR PRADESH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.41771,-3.8239567,NA,NA,-0.42556095,-2.498497,-2.795468,-2.9107003,-5.1517906,-4.186569,-3.8122194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
